State,City,Service,Channel,FCC,Station,Broadcast Branding,Link,FacID,licensee,lms_application_id
Florida,Jacksonville,TV,7,http://transition.fcc.gov/fcc-bin/tvq?facid=73130,/station-view/WJCT-TV,WJCT,https://cpb.org/sites/default/files/station_logos/WJCT.gif,73130,"WJCT, INC.",25076f9192b94c4a0192deadb0952dc9
Florida,Miami,TV,29,http://transition.fcc.gov/fcc-bin/tvq?facid=13456,/station-view/WPBT-TV,WPBT2,https://cpb.org/sites/default/files/station_logos/wpbt-color-logo-BSyqhHv.png,13456,"SOUTH FLORIDA PBS, INC.",25076ff36896b6270168a48a5d0b0c28
Florida,Orlando,TV,24,http://transition.fcc.gov/fcc-bin/tvq?facid=12855,/station-view/WUCF-TV,WUCF,https://cpb.org/sites/default/files/station_logos/WUCF-PBS-Lockup-Blue_0.png,12855,UNIVERSITY OF CENTRAL FLORIDA BOARD OF TRUSTEES,25076ff379aca5050179af1d310d072a
Florida,Pensacola,TV,23,http://transition.fcc.gov/fcc-bin/tvq?facid=17611,/station-view/WSRE-TV,WSRE,https://cpb.org/sites/default/files/station_logos/WSRE.png,17611,"THE DISTRICT BOARD OF TRUSTEES, PENSACOLA STATE COLLEGE, FL.",25076f916e61ed4c016e6f981a6b2ede
Florida,Panama City,TV,38,http://transition.fcc.gov/fcc-bin/tvq?facid=6093,/station-view/WFSU-TV,WFSU Television,https://cpb.org/sites/default/files/station_logos/wfsu_0.png,6093,FLORIDA STATE UNIVERSITY,25076f9167c87ec60167ebcab92a2d96
Florida,Tallahassee,TV,32,http://transition.fcc.gov/fcc-bin/tvq?facid=21801,/station-view/WFSU-TV,WFSU Television,https://cpb.org/sites/default/files/station_logos/wfsu-color-logo-2rGfhuV.png,21801,FLORIDA STATE UNIVERSITY,25076ff38d5ca7e1018d6a83d4401714
Florida,Tampa,TV,3,http://transition.fcc.gov/fcc-bin/tvq?facid=21808,/station-view/WEDU-TV,WEDU,https://cpb.org/sites/default/files/station_logos/WEDU.gif,21808,"FLORIDA WEST COAST PUBLIC BROADCASTING, INC.",25076f9178b37ea70178b7fef08002db
Florida,Fort  Myers,TV,30,http://transition.fcc.gov/fcc-bin/tvq?facid=62388,/station-view/WGCU-TV,WGCU,https://cpb.org/sites/default/files/station_logos/WGCU.gif,62388,THE FLORIDA GULF COAST UNIVERSITY BOARD OF TRUSTEES,25076f9170a2a0fa0170a5bed59c01e3
Florida,Miami,TV,20,http://transition.fcc.gov/fcc-bin/tvq?facid=66358,/station-view/WLRN-TV,WLRN,https://cpb.org/sites/default/files/station_logos/wlrn-color-logo-zRtE7uH.png,66358,"THE SCHOOL BOARD OF MIAMI - DADE COUNTY, FL",25076ff374c2345f0174d676ff41192a
Florida,Orlando,Radio,89.9,http://transition.fcc.gov/fcc-bin/fmq?facid=69229,/station-view/WUCF-FM,WUCF,https://cpb.org/sites/default/files/station_logos/WUCF-Jazz-Logo_0.png,69229,UNIVERSITY OF CENTRAL FLORIDA BOARD OF TRUSTEES,25076ff38dcdefcd018dec376cb608a8
Florida,West Palm Beach,TV,27,http://transition.fcc.gov/fcc-bin/tvq?facid=61084,/station-view/WPBT-TV,WPBT2,https://cpb.org/sites/default/files/station_logos/wxel-color-logo-cdbS3cF.png,61084,"SOUTH FLORIDA PBS, INC.",25076f9169740c5c016976f08476007b
Florida,Cedar Creek,Radio,89.5,http://transition.fcc.gov/fcc-bin/fmq?facid=9714,/station-view/WMFE-FM,90.7 WMFE-FM,https://cpb.org/sites/default/files/station_logos/wmfv_fm.gif,9714,"COMMUNITY COMMUNICATIONS, INC.",cb3fac2900714f0b9a36c1b6063ebeb7
Florida,Fort Pierce,Radio,91.1,http://transition.fcc.gov/fcc-bin/fmq?facid=5488,/station-view/WQCS-FM,WQCS,https://cpb.org/sites/default/files/station_logos/wqcs_fm_1.gif,5488,INDIAN RIVER STATE COLLEGE,e09ed0ee5a194d0aa696c1b6063ebeb7
Florida,Clewiston,Radio,88.5,http://transition.fcc.gov/fcc-bin/fmq?facid=84098,/station-view/WQCS-FM,WQCS,https://cpb.org/sites/default/files/station_logos/wqcs_fm_1.gif,84098,INDIAN RIVER STATE COLLEGE,45542c7922bb43c58c07c1b6063ebeb7
Florida,West Palm Beach-Boca Raton,Radio,105.5,http://transition.fcc.gov/fcc-bin/fmq?facid=32969,/station-view/WLRN-FM,Public Radio for South Florida,https://cpb.org/sites/default/files/station_logos/wlrn_fm_1.gif,32969,"IHM LICENSES, LLC",925c8590a10645a2bc19c1b6063ebeb7
Georgia,Columbus,Radio,91.7,http://transition.fcc.gov/fcc-bin/fmq?facid=68186,/station-view/WTSU-FM,Troy University Public Radio,https://cpb.org/sites/default/files/station_logos/wtjb_fm.gif,68186,TROY,e6d9cf66708441a8ba3cc1b6063ebeb7
Georgia,Thomasville,Radio,90.7,http://transition.fcc.gov/fcc-bin/fmq?facid=93708,/station-view/WFSU-FM,Classical 90.7 WFSL,https://cpb.org/sites/default/files/station_logos/wfsu_3.png,93708,FLORIDA STATE UNIVERSITY,0bcc51d748ce48808880c1b6063ebeb7
Georgia,Atlanta,Radio,91.7,http://transition.fcc.gov/fcc-bin/fmq?facid=22982,/station-view/WUGA-FM,WUGA The Classic,https://cpb.org/sites/default/files/station_logos/wuga_fm.gif,22982,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,25076fa28ed2b4b5018ee326f69002cd
Georgia,Atlanta,Radio,90.1,http://transition.fcc.gov/fcc-bin/fmq?facid=3538,/station-view/WABE-FM,90.1 FM WABE,https://cpb.org/sites/default/files/station_logos/WABE.jpg,3538,BOARD OF EDUCATION OF THE CITY OF ATLANTA,7a7fa277494940849006c1b6063ebeb7
Georgia,Atlanta,Radio,91.9,http://transition.fcc.gov/fcc-bin/fmq?facid=11675,/station-view/WCLK-FM,Jazz 91.9 FM WCLK,https://cpb.org/sites/default/files/station_logos/WCLK919_0.png,11675,CLARK ATLANTA UNIVERSITY,dd6c4ca6e0a449db8d1ac1b6063ebeb7
Georgia,Tifton,Radio,91.1,http://transition.fcc.gov/fcc-bin/fmq?facid=23925,/station-view/WJSP-FM,GPB Radio,https://cpb.org/sites/default/files/station_logos/wabr_fm.gif,23925,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,25076fa28ed2b4b5018ee324e81c0290
Georgia,Augusta,Radio,90.7,http://transition.fcc.gov/fcc-bin/fmq?facid=23922,/station-view/WJSP-FM,GPB Radio,https://cpb.org/sites/default/files/station_logos/wacg_fm.gif,23922,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,9b4b0409c2024150a399c1b6063ebeb7
Georgia,Rome,Radio,97.7,http://transition.fcc.gov/fcc-bin/fmq?facid=6797,/station-view/WJSP-FM,GPB Radio,https://cpb.org/sites/default/files/station_logos/wgpb_fm.gif,6797,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,5e577a67ece24df38187c1b6063ebeb7
Georgia,Atlanta,Radio,88.1,http://transition.fcc.gov/fcc-bin/fmq?facid=23927,/station-view/WJSP-FM,GPB Radio,https://cpb.org/sites/default/files/station_logos/wjsp_fm.gif,23927,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,8433fbfc54a740198c76c1b6063ebeb7
Georgia,Fort Gaines,Radio,90.9,http://transition.fcc.gov/fcc-bin/fmq?facid=23946,/station-view/WJSP-FM,GPB Radio,https://cpb.org/sites/default/files/station_logos/wjwv_fm.gif,23946,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,3c6e163a245a46baaaaac1b6063ebeb7
Georgia,Cochran,Radio,89.7,http://transition.fcc.gov/fcc-bin/fmq?facid=23939,/station-view/WJSP-FM,GPB Radio,https://cpb.org/sites/default/files/station_logos/wmum_fm.gif,23939,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,227dc01f8ce44af6a716c1b6063ebeb7
Georgia,Chatsworth,Radio,98.9,http://transition.fcc.gov/fcc-bin/fmq?facid=2309,/station-view/WJSP-FM,GPB Radio,https://cpb.org/sites/default/files/station_logos/wngh_fm.gif,2309,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,4fbfb476043248f4930bc1b6063ebeb7
Georgia,Dahlonega,Radio,89.5,http://transition.fcc.gov/fcc-bin/fmq?facid=76477,/station-view/WJSP-FM,GPB Radio,https://cpb.org/sites/default/files/station_logos/wngu_fm.gif,76477,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,3ceef8eaceeb4bbfab50c1b6063ebeb7
Georgia,Demorest,Radio,88.3,http://transition.fcc.gov/fcc-bin/fmq?facid=23949,/station-view/WJSP-FM,GPB Radio,https://cpb.org/sites/default/files/station_logos/wppr_fm.gif,23949,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,0391b258da32489484c6c1b6063ebeb7
Georgia,Albany,Radio,91.7,http://transition.fcc.gov/fcc-bin/fmq?facid=23919,/station-view/WJSP-FM,GPB Radio,https://cpb.org/sites/default/files/station_logos/wunv_fm.gif,23919,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,25076fa28ed2b4b5018ee329563e02e6
Georgia,Carrollton,Radio,90.7,http://transition.fcc.gov/fcc-bin/fmq?facid=71602,/station-view/WJSP-FM,GPB Radio,https://cpb.org/sites/default/files/station_logos/wuwg_fm.gif,71602,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,0de48015b4e74f07a01bc1b6063ebeb7
Georgia,Valdosta,Radio,91.7,http://transition.fcc.gov/fcc-bin/fmq?facid=23921,/station-view/WJSP-FM,GPB Radio,https://cpb.org/sites/default/files/station_logos/wwet_fm.gif,23921,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,9baec5c7c8ec47b08520c1b6063ebeb7
Georgia,Waycross,Radio,90.1,http://transition.fcc.gov/fcc-bin/fmq?facid=23923,/station-view/WJSP-FM,GPB Radio,https://cpb.org/sites/default/files/station_logos/wxvs_fm.gif,23923,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,f24d9aa4a95b4ff39565c1b6063ebeb7
Georgia,Atlanta,TV,21,http://transition.fcc.gov/fcc-bin/tvq?facid=4190,/station-view/WPBA-TV,PBA 30 Atlanta's PBS Station,https://cpb.org/sites/default/files/station_logos/WPBA.gif,4190,BOARD OF EDUCATION OF THE CITY OF ATLANTA,25076ff3784d7e5e01785fe2393e141d
Georgia,Pelham-Albany,TV,6,http://transition.fcc.gov/fcc-bin/tvq?facid=23917,/station-view/Georgia%20Public%20Broadcasting,GPB Television,https://cpb.org/sites/default/files/station_logos/wgtv-color-logo-3QqVBkI_0.png,23917,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,25076ff34d019f19014d05c1a84d0084
Georgia,Dawson-Americus,TV,7,http://transition.fcc.gov/fcc-bin/tvq?facid=23930,/station-view/Georgia%20Public%20Broadcasting,GPB Television,https://cpb.org/sites/default/files/station_logos/wgtv-color-logo-3QqVBkI_1.png,23930,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,25076f9176d4d2e80177028ae2606bfd
Georgia,Wrens-Augusta,TV,6,http://transition.fcc.gov/fcc-bin/tvq?facid=23937,/station-view/Georgia%20Public%20Broadcasting,GPB Television,https://cpb.org/sites/default/files/station_logos/wgtv-color-logo-3QqVBkI_2.png,23937,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,25076ff34d019f19014d05e82c1e0108
Georgia,Atlanta,TV,7,http://transition.fcc.gov/fcc-bin/tvq?facid=23948,/station-view/Georgia%20Public%20Broadcasting,GPB Television,https://cpb.org/sites/default/files/station_logos/wgtv-color-logo-3QqVBkI.png,23948,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,25076ff3771d0d5f017725aff0c4146e
Georgia,Columbus-Warm Springs,TV,5,http://transition.fcc.gov/fcc-bin/tvq?facid=23918,/station-view/Georgia%20Public%20Broadcasting,GPB Television,https://cpb.org/sites/default/files/station_logos/wgtv-color-logo-3QqVBkI_3.png,23918,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,25076f917b5685d4017b5f7eefdf1b6c
Georgia,Cochran-Macon,TV,9,http://transition.fcc.gov/fcc-bin/tvq?facid=23935,/station-view/Georgia%20Public%20Broadcasting,GPB Television,https://cpb.org/sites/default/files/station_logos/wgtv-color-logo-3QqVBkI_4.png,23935,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,25076f9174fff4c10175037123a902cb
Georgia,Chatsworth-Dalton,TV,4,http://transition.fcc.gov/fcc-bin/tvq?facid=23942,/station-view/Georgia%20Public%20Broadcasting,GPB Television,https://cpb.org/sites/default/files/station_logos/wgtv-color-logo-3QqVBkI_5.png,23942,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,25076f917036820801705a20dd123b00
Georgia,Savannah-Pembroke,TV,8,http://transition.fcc.gov/fcc-bin/tvq?facid=23947,/station-view/Georgia%20Public%20Broadcasting,GPB Television,https://cpb.org/sites/default/files/station_logos/wgtv-color-logo-3QqVBkI_6.png,23947,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,25076f9171dbe22e0171ebd7ade91949
Georgia,Waycross-Valdosta,TV,7,http://transition.fcc.gov/fcc-bin/tvq?facid=23929,/station-view/Georgia%20Public%20Broadcasting,GPB Television,https://cpb.org/sites/default/files/station_logos/wgtv-color-logo-3QqVBkI_7.png,23929,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,25076f9171dbe22e0171ebe03d5519d1
Georgia,Savannah,Radio,91.1,http://transition.fcc.gov/fcc-bin/fmq?facid=23926,/station-view/WJSP-FM,GPB Radio,https://cpb.org/sites/default/files/station_logos/wsvh_fm.gif,23926,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,8996f094c76b4513887fc1b6063ebeb7
Georgia,Brunswick,Radio,88.9,http://transition.fcc.gov/fcc-bin/fmq?facid=23944,/station-view/WJSP-FM,GPB Radio,https://cpb.org/sites/default/files/station_logos/wwio_fm.gif,23944,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,965c2a9e7c614849b37bc1b6063ebeb7
Guam,Mangilao,Radio,89.3,http://transition.fcc.gov/fcc-bin/fmq?facid=25515,/station-view/KPRG-FM,Public Radio Guam,https://cpb.org/sites/default/files/station_logos/kprg_fm_0.png,25515,GUAM EDUCATIONAL RADIO FOUNDATION,51be1d89a0a64478ac5ac1b6063ebeb7
Guam,Barrigada,TV,12,http://transition.fcc.gov/fcc-bin/tvq?facid=25511,/station-view/KGTF-TV,PBS Guam,https://cpb.org/sites/default/files/station_logos/KGTF.gif,25511,GUAM EDUCATIONAL TELECOMMUNICATIONS CORP.,da245e6c32fc40a9a567cf6212b6c0ea
Hawaii,Pahala,Radio,91.3,http://transition.fcc.gov/fcc-bin/fmq?facid=201948,/station-view/KHPR-FM,Hawaii Public Radio HPR-2,https://cpb.org/sites/default/files/station_logos/kahu_fm.gif,201948,,
Hawaii,Hilo,Radio,89.1,http://transition.fcc.gov/fcc-bin/fmq?facid=26449,/station-view/KHPR-FM,KHPR Hawaii Public Radio,https://cpb.org/sites/default/files/station_logos/kano_fm.gif,26449,"HAWAII PUBLIC RADIO, INC.",ce7ff6e22f724435b614c1b6063ebeb7
Hawaii,Kailua,Radio,88.7,http://transition.fcc.gov/fcc-bin/fmq?facid=173751,/station-view/KHPR-FM,Hawaii Public Radio HPR-2,https://cpb.org/sites/default/files/station_logos/khph_fm.gif,173751,"HAWAII PUBLIC RADIO, INC.",1b4c87273a4441709271c1b6063ebeb7
Hawaii,Honolulu,Radio,88.1,http://transition.fcc.gov/fcc-bin/fmq?facid=26446,/station-view/KHPR-FM,KHPR Hawaii Public Radio,https://cpb.org/sites/default/files/station_logos/khpr_fm.gif,26446,"HAWAII PUBLIC RADIO, INC.",0114d93715804d99b54ec1b6063ebeb7
Hawaii,Hana,Radio,88.3,http://transition.fcc.gov/fcc-bin/fmq?facid=172436,/station-view/KHPR-FM,KHPR Hawaii Public Radio,https://cpb.org/sites/default/files/station_logos/kiph_fm.gif,172436,"HAWAII PUBLIC RADIO, INC.",5e25830b0a80480bbf77c1b6063ebeb7
Hawaii,Waikapu,Radio,89.7,http://transition.fcc.gov/fcc-bin/fmq?facid=189415,/station-view/KHPR-FM,KHPR Hawaii Public Radio,https://cpb.org/sites/default/files/station_logos/kipm_fm.gif,189415,"HAWAII PUBLIC RADIO, INC.",d8bf208dc06641bd9db8c1b6063ebeb7
Hawaii,Honolulu,Radio,89.3,http://transition.fcc.gov/fcc-bin/fmq?facid=26440,/station-view/KHPR-FM,KIPO Hawaii Public Radio,https://cpb.org/sites/default/files/station_logos/kipo_fm.gif,26440,"HAWAII PUBLIC RADIO, INC.",9071a7ed25694651a29ec1b6063ebeb7
Hawaii,Wailuku,Radio,90.7,http://transition.fcc.gov/fcc-bin/fmq?facid=185404,/station-view/KHPR-FM,KHPR Hawaii Public Radio,https://cpb.org/sites/default/files/station_logos/kkua_fm.gif,185404,"HAWAII PUBLIC RADIO, INC.",58ace7ca959c4e659d97c1b6063ebeb7
Hawaii,Kilauea,Radio,91.9,http://transition.fcc.gov/fcc-bin/fmq?facid=33826,/station-view/KKCR-FM,Kaua`i Community Radio,https://cpb.org/sites/default/files/station_logos/KKCR_logo_0.png,33826,"KEKAHU FOUNDATION, INC.",ac189f34a4504b439f0ac1b6063ebeb7
Hawaii,Hanalei,Radio,90.9,http://transition.fcc.gov/fcc-bin/fmq?facid=33827,/station-view/KKCR-FM,Kaua`i Community Radio,https://cpb.org/sites/default/files/station_logos/KKCR_logo_1.png,33827,"KEKAHU FOUNDATION, INC.",c0647b7063e244f9bf11c1b6063ebeb7
Hawaii,Honolulu,TV,11,http://transition.fcc.gov/fcc-bin/tvq?facid=26431,/station-view/Hawaii%20Public%20Television,PBS Hawaii,https://cpb.org/sites/default/files/station_logos/khet-color-logo-tQfRhiL.png,26431,HAWAII PUBLIC TELEVISION FOUNDATION,702ed57782024f2fa7abcf6212b6c0ea
Hawaii,Wailuku,TV,10,http://transition.fcc.gov/fcc-bin/tvq?facid=26428,/station-view/Hawaii%20Public%20Television,PBS Hawaii,https://cpb.org/sites/default/files/station_logos/KHET_0.gif,26428,HAWAII PUBLIC TELEVISION FOUNDATION,9902129c2c8a4606be9bcf6212b6c0ea
Hawaii,Lihue,Radio,89.9,http://transition.fcc.gov/fcc-bin/fmq?facid=192106,/station-view/KHPR-FM,KHPR Hawaii Public Radio,https://cpb.org/sites/default/files/station_logos/kipl_fm.gif,192106,"HAWAII PUBLIC RADIO, INC.",4e619d63ef31457794b7c1b6063ebeb7
Idaho,Mccall,Radio,91.7,http://transition.fcc.gov/fcc-bin/fmq?facid=28244,/station-view/KBSU-FM,Boise State Public Radio,https://cpb.org/sites/default/files/station_logos/kbsm_fm.gif,28244,IDAHO STATE BOARD OF EDUCATION (BOISE STATE UNIVERSITY),25076f916ef224ed016ef670311100eb
Idaho,Boise,Radio,90.3,http://transition.fcc.gov/fcc-bin/fmq?facid=6325,/station-view/KBSU-FM,Boise State Public Radio,https://cpb.org/sites/default/files/station_logos/kbsu_fm.gif,6325,IDAHO STATE BOARD OF EDUCATION,ce67d29d7f0c4e8a8c68c1b6063ebeb7
Idaho,Boise,Radio,91.7,http://transition.fcc.gov/fcc-bin/fmq?facid=28250,/station-view/KBSW-FM,Boise State Public Radio,https://cpb.org/sites/default/files/station_logos/kbsw_fm.gif,28250,IDAHO STATE BOARD OF EDUCATION,25076f918e51bd5c018e52c1e0a301d8
Idaho,Boise,Radio,91.5,http://transition.fcc.gov/fcc-bin/fmq?facid=28243,/station-view/KBSW-FM,Boise State Public Radio,https://cpb.org/sites/default/files/station_logos/kbsx_fm.gif,28243,IDAHO STATE BOARD OF EDUCATION,f281ccd3d39240d1a329c1b6063ebeb7
Idaho,Burley,Radio,88.5,http://transition.fcc.gov/fcc-bin/fmq?facid=85430,/station-view/KBSW-FM,Boise State Public Radio,https://cpb.org/sites/default/files/station_logos/kbsy_fm.gif,85430,IDAHO STATE BOARD OF EDUCATION,25076f91732a454c01732f5c2e2a0248
Idaho,Sun Valley,Radio,91.9,http://transition.fcc.gov/fcc-bin/fmq?facid=42917,/station-view/KSJR-FM,Minnesota Public Radio—Classical,https://cpb.org/sites/default/files/station_logos/kwrv_fm.gif,42917,IDAHO STATE BOARD OF EDUCATION,e5cf608a251742ebbf02c1b6063ebeb7
Idaho,Cottonwood,Radio,90.1,http://transition.fcc.gov/fcc-bin/fmq?facid=71018,/station-view/KWSU-AM,Northwest Public Radio NPR and Classical,https://cpb.org/sites/default/files/station_logos/knwo_fm.gif,71018,WASHINGTON STATE UNIVERSITY,2c1cf63968f2495db47ec1b6063ebeb7
Idaho,Moscow,Radio,91.7,http://transition.fcc.gov/fcc-bin/fmq?facid=71016,/station-view/KWSU-AM,Northwest Public Radio NPR and Classical,https://cpb.org/sites/default/files/station_logos/krfa_fm.gif,71016,WASHINGTON STATE UNIVERSITY,4b9dbf211c214a8490f0c1b6063ebeb7
Idaho,Bonners Ferry,Radio,92.1,http://transition.fcc.gov/fcc-bin/fmq?facid=77383,/station-view/KPBX-FM,Spokane Public Radio,https://cpb.org/sites/default/files/station_logos/generic.gif,77383,"SPOKANE PUBLIC RADIO, INC.",448f6116ef9c4597a6d8c1b6063ebeb7
Idaho,Kellogg,Radio,89.3,http://transition.fcc.gov/fcc-bin/fmq?facid=172927,/station-view/KPBX-FM,Spokane Public Radio,https://cpb.org/sites/default/files/station_logos/generic.gif,172927,"SPOKANE PUBLIC RADIO, INC.",9fc556c88212433aad3ac1b6063ebeb7
Idaho,St. Maries,Radio,92.1,http://transition.fcc.gov/fcc-bin/fmq?facid=164128,/station-view/KPBX-FM,Spokane Public Radio,https://cpb.org/sites/default/files/station_logos/generic.gif,164128,"SPOKANE PUBLIC RADIO, INC.",9aac4f941ff64468bc74c1b6063ebeb7
Idaho,Boise,TV,21,http://transition.fcc.gov/fcc-bin/tvq?facid=62442,/station-view/Idaho%20Public%20Television,Idaho Public Television,https://cpb.org/sites/default/files/station_logos/kaid-color-logo-ttoxKeH.png,62442,"STATE BOARD OF EDUCATION, STATE OF IDAHO",81dfd7a442ff4cb5b5d0cf6212b6c0ea
Idaho,Coeur D'alene,TV,45,http://transition.fcc.gov/fcc-bin/tvq?facid=62424,/station-view/Idaho%20Public%20Television,Idaho Public Television,https://cpb.org/sites/default/files/station_logos/kaid-color-logo-HCG0v8g_0.png,62424,"STATE BOARD OF EDUCATION, STATE OF IDAHO",25076f916dcf65c2016ddad2a7be22c7
Idaho,Twin Falls,TV,22,http://transition.fcc.gov/fcc-bin/tvq?facid=62427,/station-view/Idaho%20Public%20Television,Idaho Public Television,https://cpb.org/sites/default/files/station_logos/kaid-color-logo-HCG0v8g_1.png,62427,"STATE BOARD OF EDUCATION, STATE OF IDAHO",ab02b64560ba43bdbab9cf6212b6c0ea
Idaho,Pocatello,TV,17,http://transition.fcc.gov/fcc-bin/tvq?facid=62430,/station-view/Idaho%20Public%20Television,Idaho Public Television,https://cpb.org/sites/default/files/station_logos/kaid-color-logo-HCG0v8g_2.png,62430,"STATE BOARD OF EDUCATION, STATE OF IDAHO",dff41bfae7ba4cca9062cf6212b6c0ea
Idaho,Moscow,TV,12,http://transition.fcc.gov/fcc-bin/tvq?facid=62382,/station-view/Idaho%20Public%20Television,Idaho Public Television,https://cpb.org/sites/default/files/station_logos/kaid-color-logo-HCG0v8g_3.png,62382,"STATE BOARD OF EDUCATION, STATE OF IDAHO",bfd936911dd349f89594cf6212b6c0ea
Idaho,Pocatello,Radio,91.1,http://transition.fcc.gov/fcc-bin/fmq?facid=85417,/station-view/KISU-FM,FM 91 KISU,https://cpb.org/sites/default/files/station_logos/kisu_0.jpg,85417,IDAHO STATE UNIVERSITY,cdbe30154213422190eec1b6063ebeb7
Idaho,Lapwai,Radio,88.7,http://transition.fcc.gov/fcc-bin/fmq?facid=174013,/station-view/KIYE-FM,Voice of the Niimiipuu,,174013,NEZ PERCE TRIBE,b9ae592ce9b745f7b086c1b6063ebeb7
Illinois,Carbondale,Radio,91.9,http://transition.fcc.gov/fcc-bin/fmq?facid=61309,/station-view/WSIU-FM,WSIU Radio,https://cpb.org/sites/default/files/station_logos/wsiu_fm.gif,61309,BOARD OF TRUSTEES OF SOUTHERN ILLINOIS UNIVERSITY,7f3c3a6ce2844591b8f6c1b6063ebeb7
Illinois,Olney,Radio,90.3,http://transition.fcc.gov/fcc-bin/fmq?facid=6108,/station-view/WSIU-FM,WSIU Radio,https://cpb.org/sites/default/files/station_logos/wusi_fm.gif,6108,BOARD OF TRUSTEES OF SOUTHERN ILLINOIS UNIVERSITY,309d3b48bf8e48199f51c1b6063ebeb7
Illinois,Mount Vernon,Radio,88.9,http://transition.fcc.gov/fcc-bin/fmq?facid=122736,/station-view/WSIU-FM,WSIU Radio,https://cpb.org/sites/default/files/station_logos/wvsi_fm.gif,122736,BOARD OF TRUSTEES OF SOUTHERN ILLINOIS UNIVERSITY,a4e1e046e67f4d66a9adc1b6063ebeb7
Illinois,Chicago,Radio,91.5,http://transition.fcc.gov/fcc-bin/fmq?facid=66649,/station-view/WBEZ-FM,WBEZ 91.5,https://cpb.org/sites/default/files/station_logos/wbez_fm.gif,66649,CHICAGO PUBLIC MEDIA INC.,25076f917effd0c7017f0628e5bf031d
Illinois,Freeport,Radio,89.1,http://transition.fcc.gov/fcc-bin/fmq?facid=49555,/station-view/WNIJ-FM,WNIJ 89.5 News,https://cpb.org/sites/default/files/station_logos/wnie_fm.gif,49555,NORTHERN ILLINOIS UNIVERSITY,9be5e8c84eda49e88668c1b6063ebeb7
Illinois,DeKalb,Radio,89.5,http://transition.fcc.gov/fcc-bin/fmq?facid=49550,/station-view/WNIJ-FM,WNIJ 89.5 News,https://cpb.org/sites/default/files/station_logos/wnij_fm.gif,49550,NORTHERN ILLINOIS UNIVERSITY,dfc868b5aba54f0d99f5c1b6063ebeb7
Illinois,Sterling,Radio,91.5,http://transition.fcc.gov/fcc-bin/fmq?facid=49557,/station-view/WNIJ-FM,WNIJ 89.5 News,https://cpb.org/sites/default/files/station_logos/wniq_fm.gif,49557,NORTHERN ILLINOIS UNIVERSITY,bf0404cf4c904822b50fc1b6063ebeb7
Illinois,Rockford,Radio,90.5,http://transition.fcc.gov/fcc-bin/fmq?facid=49545,/station-view/WNIJ-FM,Classical 90.5 WNIU,https://cpb.org/sites/default/files/station_logos/wniu_fm.gif,49545,NORTHERN ILLINOIS UNIVERSITY,451e81145f4749dd93e9c1b6063ebeb7
Illinois,Lasalle,Radio,91.3,http://transition.fcc.gov/fcc-bin/fmq?facid=49556,/station-view/WNIJ-FM,WNIJ 89.5 News,https://cpb.org/sites/default/files/station_logos/wniw_fm.gif,49556,NORTHERN ILLINOIS UNIVERSITY,24fe9b091cdd41acaf69c1b6063ebeb7
Illinois,Glen Ellyn,Radio,90.9,http://transition.fcc.gov/fcc-bin/fmq?facid=12281,/station-view/WDCB-FM,WDCB Public Radio,https://cpb.org/sites/default/files/station_logos/wdcb_0.png,12281,"COLLEGE OF DU PAGE, DISTRICT 502",bd64f9ca58f04b9aa725c1b6063ebeb7
Illinois,Macomb,Radio,91.3,http://transition.fcc.gov/fcc-bin/fmq?facid=71791,/station-view/WIUM-FM,Tri States Public Radio,https://cpb.org/sites/default/files/station_logos/wium_fm.gif,71791,WESTERN ILLINOIS UNIVERSITY,8bea63db638e407cbf73c1b6063ebeb7
Illinois,Warsaw,Radio,89.5,http://transition.fcc.gov/fcc-bin/fmq?facid=71792,/station-view/WIUM-FM,Tri States Public Radio,https://cpb.org/sites/default/files/station_logos/wiuw_fm.gif,71792,WESTERN ILLINOIS UNIVERSITY,34bd0e2381dc4cc495c9c1b6063ebeb7
